EE Provider ID	EE UID	Client Unique ID	Client ID	Entry Exit Group Id	Entry Exit Household Id		Entry Date	Housing Move-in Date(5584)	Exit Date	Destination	Reason for Leaving	Entry Exit Type	Entry Exit Date Added	Entry Exit Date Updated
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	688833	lrsf12151958l150r200	106155				8/15/2015		12/12/2015	Staying or living with friends, temporary tenure (HUD)	Other	HUD	8/21/2015	12/14/2015
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	688834	lmtf12171965l530m324	275835				8/15/2015		3/3/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	8/21/2015	3/4/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	688835	jlnf11081966j330l536	313400				8/17/2015		10/28/2015	Staying or living with friends, temporary tenure (HUD)	Other	HUD	8/21/2015	10/29/2015
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	688836	afaf08241984a240f652	260878				8/17/2015		8/27/2015	Staying or living with friends, temporary tenure (HUD)	Other	HUD	8/21/2015	8/28/2015
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	689310	ddvf09031961d435d150	409235				8/17/2015		8/24/2015	Staying or living with friends, temporary tenure (HUD)	Other	HUD	8/24/2015	8/25/2015
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	689313	rewm10271953r500e363	407019				8/21/2015		9/17/2015	Staying or living with family, temporary tenure (HUD)	Other	HUD	8/24/2015	9/21/2015
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	689314	dmcm05051983d540m260	169422				8/21/2015		10/22/2015	Psychiatric hospital or other psychiatric facility (HUD)	Other	HUD	8/24/2015	10/23/2015
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	689315	asim04241973a350s560	409236				8/19/2015		11/20/2015	Staying or living with friends, temporary tenure (HUD)	Other	HUD	8/24/2015	11/23/2015
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	689316	wtrm11011964w436t600	65851				8/21/2015		8/31/2015	Staying or living with friends, temporary tenure (HUD)	Other	HUD	8/24/2015	9/1/2015
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	689317	gcum09151960g626c625	409062				8/16/2015		8/31/2015	Staying or living with friends, temporary tenure (HUD)	Other	HUD	8/24/2015	9/1/2015
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	689728	kwif10091964k623w200	167279				8/24/2015		8/30/2015	Staying or living with friends, temporary tenure (HUD)	Other	HUD	8/25/2015	8/31/2015
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	689730	jhlf07261988j245h400	373731				8/24/2015		8/27/2015	Staying or living with friends, temporary tenure (HUD)	Other	HUD	8/25/2015	8/28/2015
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	689731	cclm10171961c623c434	333631				8/24/2015		9/11/2015	Staying or living with friends, temporary tenure (HUD)	Other	HUD	8/25/2015	9/21/2015
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	689733	apum12021961a160p520	280121				8/24/2015		9/22/2015	Staying or living with friends, temporary tenure (HUD)	Other	HUD	8/25/2015	9/23/2015
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	689734	rcam05241959r200c620	291392				8/24/2015		2/5/2016	Rental by client, with VASH housing subsidy (HUD)	Completed program	HUD	8/25/2015	2/10/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	689735	mjnm11161965m623j520	378313				8/24/2015		9/18/2015	Staying or living with friends, temporary tenure (HUD)	Other	HUD	8/25/2015	9/21/2015
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	689736	tmkm12311958t650m200	103533				8/24/2015		9/25/2015	Staying or living with friends, temporary tenure (HUD)	Other	HUD	8/25/2015	9/28/2015
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	689741	lwlm10211974l600w452	231530				8/13/2015		8/15/2015	Staying or living with friends, temporary tenure (HUD)	Other	HUD	8/25/2015	8/25/2015
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	689745	lwlm10211974l600w452	231530				8/21/2015		9/22/2015	Staying or living with friends, temporary tenure (HUD)	Other	HUD	8/25/2015	9/23/2015
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	690106	wbom01251964w450b620	123122				8/25/2015		9/1/2015	Staying or living with friends, temporary tenure (HUD)	Other	HUD	8/26/2015	9/2/2015
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	690107	rcrm05281947r263c600	330427				8/25/2015		9/4/2015	Staying or living with friends, temporary tenure (HUD)	Other	HUD	8/26/2015	9/8/2015
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	690108	ssim04121988s500s600	409450				8/24/2015		8/26/2015	Staying or living with friends, temporary tenure (HUD)	Other	HUD	8/26/2015	8/27/2015
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	690618	ieem02031993i200e163	403186				8/26/2015		8/27/2015	Staying or living with friends, temporary tenure (HUD)	Other	HUD	8/27/2015	8/28/2015
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	690620	rknm11131982r500k520	194903				8/13/2015		9/19/2015	Rental by client, no ongoing housing subsidy (HUD)	Left for housing opp. before completing program	HUD	8/27/2015	9/21/2015
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	690621	mwam03161988m240w160	157272				8/15/2015		9/13/2015	Staying or living with friends, temporary tenure (HUD)	Other	HUD	8/27/2015	9/21/2015
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	690623	ebaf02031992e620b240	322709				8/26/2015		10/11/2015	Staying or living with friends, temporary tenure (HUD)	Other	HUD	8/27/2015	10/12/2015
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	690936	jgim06241960j500g520	409587				8/26/2015		8/31/2015	Staying or living with friends, temporary tenure (HUD)	Other	HUD	8/28/2015	9/1/2015
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	690937	bcmm11301974b400c565	402258				8/27/2015		1/21/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	8/28/2015	1/25/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	690938	hhlm09031950h600h400	3953				8/24/2015		9/1/2015	Staying or living with friends, temporary tenure (HUD)	Other	HUD	8/28/2015	9/2/2015
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	690939	jbrm11011937j500b635	409686				8/24/2015		9/4/2015	Staying or living with friends, temporary tenure (HUD)	Other	HUD	8/28/2015	9/8/2015
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	690941	jhlf09011977j516h452	207787				8/27/2015		10/22/2015	Staying or living with friends, temporary tenure (HUD)	Other	HUD	8/28/2015	10/23/2015
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	691022	jmtf06081959j530m324	157088				8/24/2015		10/31/2015	Staying or living with friends, temporary tenure (HUD)	Other	HUD	8/28/2015	11/2/2015
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	691023	isrm06251974i220s164	160586				8/24/2015		3/4/2016	Rental by client, no ongoing housing subsidy (HUD)	Completed program	HUD	8/28/2015	3/7/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	691081	csnt04121985c415s536	300905				8/24/2015		8/31/2015	Staying or living with friends, temporary tenure (HUD)	Other	HUD	8/28/2015	9/1/2015
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	691403	smom09231995s500m600	262238				8/28/2015		9/2/2015	Staying or living with friends, temporary tenure (HUD)	Other	HUD	8/31/2015	9/3/2015
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	691404	swlm12231986s500w416	408051				8/28/2015		8/31/2015	Staying or living with friends, temporary tenure (HUD)	Other	HUD	8/31/2015	9/1/2015
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	691408	jflm01271954j520f450	403469				8/28/2015		8/29/2015	Staying or living with friends, temporary tenure (HUD)	Other	HUD	8/31/2015	8/31/2015
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	691412	dmaf02121960d500m241	409782				8/28/2015		9/27/2015	Psychiatric hospital or other psychiatric facility (HUD)	Other	HUD	8/31/2015	9/28/2015
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	691416	jwlf06051977j400w452	409781				8/15/2015		10/10/2016	Rental by client, no ongoing housing subsidy (HUD)	Left for housing opp. before completing program	HUD	8/31/2015	10/21/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	691417	tkuf12011960t620k451	314853				8/30/2015		12/10/2015	Rental by client, no ongoing housing subsidy (HUD)	Completed program	HUD	8/31/2015	12/14/2015
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	691589	frcm04011947f630r263	190642				8/17/2015		8/30/2015	Staying or living with friends, permanent tenure (HUD)	Left for housing opp. before completing program	HUD	8/31/2015	8/31/2015
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	691805	kmnm09121967k530m560	76511				8/31/2015		9/9/2015	Staying or living with friends, temporary tenure (HUD)	Other	HUD	9/1/2015	9/10/2015
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	691806	wsem11301951w450s363	90711				8/15/2015		9/5/2015	Staying or living with friends, temporary tenure (HUD)	Other	HUD	9/1/2015	9/8/2015
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	691807	cfem11021961c640f455	157473				8/31/2015		9/1/2015	Staying or living with friends, temporary tenure (HUD)	Other	HUD	9/1/2015	9/2/2015
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	691810	rbrm06291979r100b616	371777				8/31/2015		9/3/2015	Staying or living with friends, temporary tenure (HUD)	Other	HUD	9/1/2015	9/4/2015
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	691814	fcrm07141964f652c635	346065				8/31/2015		9/4/2015	Staying or living with friends, temporary tenure (HUD)	Other	HUD	9/1/2015	9/8/2015
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	691817	mbyf11101970m620b625	280218				8/31/2015		9/2/2015	Staying or living with friends, temporary tenure (HUD)	Other	HUD	9/1/2015	9/3/2015
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	691818	ahlf11151995a420h400	406433				8/31/2015		9/22/2015	Staying or living with friends, temporary tenure (HUD)	Other	HUD	9/1/2015	9/22/2015
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	692148	erim08211964e300r300	385899				9/1/2015		9/10/2015	Staying or living with friends, temporary tenure (HUD)	Other	HUD	9/2/2015	9/11/2015
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	692151	rgem07271987r254g654	410002				9/1/2015		10/19/2015	Staying or living with friends, temporary tenure (HUD)	Other	HUD	9/2/2015	10/20/2015
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	692156	mwrm08221959m240w635	214022				8/15/2015		9/5/2015	Staying or living with friends, temporary tenure (HUD)	Other	HUD	9/2/2015	9/8/2015
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	692159	brtm11251961b620r341	344699				9/1/2015		9/3/2015	Staying or living with friends, temporary tenure (HUD)	Other	HUD	9/2/2015	9/4/2015
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	692161	pglf11111968p430g456	344697				9/1/2015		11/29/2015	Staying or living with friends, temporary tenure (HUD)	Other	HUD	9/2/2015	11/30/2015
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	692162	csnt04121985c415s536	300905				9/1/2015		9/2/2015	Staying or living with family, temporary tenure (HUD)	Other	HUD	9/2/2015	9/3/2015
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	692163	rgrf11131949r150g655	273104				9/1/2015		9/11/2015	Staying or living with friends, temporary tenure (HUD)	Other	HUD	9/2/2015	9/22/2015
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	692165	aprm08121982a535p626	409923				9/1/2015		10/27/2015	Staying or living with friends, temporary tenure (HUD)	Other	HUD	9/2/2015	10/28/2015
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	692547	aprf10051971a535p600	278004				9/2/2015		9/11/2015	Staying or living with friends, temporary tenure (HUD)	Other	HUD	9/3/2015	9/22/2015
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	692548	gcum09151960g626c625	409062				9/2/2015		10/9/2015	Staying or living with friends, temporary tenure (HUD)	Other	HUD	9/3/2015	10/12/2015
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	692550	rmlm11061967r163m245	410000				9/2/2015		9/9/2015	Staying or living with friends, temporary tenure (HUD)	Other	HUD	9/3/2015	9/10/2015
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	692552	wgim05231990w400g613	404217				9/2/2015		9/18/2015	Staying or living with friends, temporary tenure (HUD)	Other	HUD	9/3/2015	9/21/2015
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	692553	nwam02141961n350w160	299942				9/2/2015		9/4/2015	Staying or living with friends, temporary tenure (HUD)	Other	HUD	9/3/2015	9/8/2015
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	692557	wbom01251964w450b620	123122				9/2/2015		10/18/2015	Staying or living with friends, temporary tenure (HUD)	Other	HUD	9/3/2015	10/19/2015
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	692899	asuf08291968a524s436	390302				9/3/2015		3/1/2016	Client doesn't know (HUD)	Completed program	HUD	9/4/2015	3/4/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	692901	spif02041984s536p613	399969				9/3/2015		9/4/2015	Staying or living with friends, temporary tenure (HUD)	Other	HUD	9/4/2015	9/8/2015
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	692903	ljfm07151959l563j162	124817				9/3/2015		9/8/2015	Staying or living with friends, temporary tenure (HUD)	Other	HUD	9/4/2015	9/10/2015
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	692905	smom09231995s500m600	262238				9/3/2015		9/4/2015	Rental by client, no ongoing housing subsidy (HUD)	Left for housing opp. before completing program	HUD	9/4/2015	9/8/2015
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	692906	maam07051987m622a651	410222				9/3/2015		9/6/2015	Staying or living with friends, temporary tenure (HUD)	Other	HUD	9/4/2015	9/8/2015
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	692908	dmkm10061970d520m216	180383				8/15/2015		9/21/2015	Staying or living with friends, temporary tenure (HUD)	Other	HUD	9/4/2015	9/22/2015
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	692913	rmlm03311946r543m460	210475				8/15/2015		6/21/2016	Rental by client, with other ongoing housing subsidy (HUD)	Completed program	HUD	9/4/2015	7/26/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	693538	rgrm08211962r550g620	181734				9/4/2015		9/10/2015	Staying or living with friends, temporary tenure (HUD)	Other	HUD	9/8/2015	9/11/2015
